Date	time	ms	output	display	units	precision
7/3/2014	9:05:59 AM	2732	-0.030000	-0.030000	%	3.000000
7/3/2014	9:05:59 AM	2820	-0.030000	-0.030000	%	3.000000
7/3/2014	9:05:59 AM	2909	-0.030000	-0.030000	%	3.000000
7/3/2014	9:05:59 AM	2993	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3067	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3142	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3231	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3319	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3407	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3493	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3579	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3666	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3751	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	3840	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:00 AM	3928	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:00 AM	4017	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4101	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4189	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4278	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4366	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4451	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:01 AM	4540	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4627	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:01 AM	4711	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:01 AM	4799	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4887	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:01 AM	4971	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5060	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5136	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:02 AM	5211	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5299	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:02 AM	5388	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5476	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5560	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5649	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5737	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:02 AM	5825	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5911	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:02 AM	5999	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6086	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6175	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6259	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6348	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6437	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6521	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6607	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6697	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6781	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6867	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	6956	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:03 AM	7041	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7128	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:04 AM	7201	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7281	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:04 AM	7367	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7455	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:04 AM	7540	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7627	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7715	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7805	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7889	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:04 AM	7977	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8066	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8151	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8237	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8326	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8410	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8497	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8585	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8669	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8756	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8845	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	8929	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:05 AM	9017	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9089	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9169	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9256	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:06 AM	9343	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:06 AM	9428	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9517	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9605	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:06 AM	9694	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9778	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9866	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:06 AM	9955	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:06 AM	0040	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0125	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0214	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0299	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0385	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0474	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0558	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0645	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0734	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:07 AM	0818	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:07 AM	0906	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:07 AM	0979	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1059	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1144	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1233	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1318	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1406	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1494	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:08 AM	1583	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1666	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1755	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1844	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	1932	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:08 AM	2016	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2105	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2193	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2278	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2365	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:09 AM	2453	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:09 AM	2538	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2626	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:09 AM	2714	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2802	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2887	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	2962	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:09 AM	3037	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3125	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3213	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3301	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3386	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3475	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:10 AM	3563	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3647	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3734	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:10 AM	3822	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3907	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:10 AM	3994	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4083	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4166	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4256	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:11 AM	4345	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4432	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4521	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4606	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:11 AM	4693	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4783	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4867	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	4941	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:11 AM	5016	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5103	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5192	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5276	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:12 AM	5365	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5453	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5541	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5625	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5712	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:12 AM	5800	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:12 AM	5885	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:12 AM	5973	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6062	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:13 AM	6150	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6234	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6322	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6411	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6496	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6582	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:13 AM	6671	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6754	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6842	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:13 AM	6916	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:13 AM	6995	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7083	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:14 AM	7170	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7259	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:14 AM	7344	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7432	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:14 AM	7521	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7605	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7692	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7782	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7865	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:14 AM	7951	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:14 AM	8040	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:15 AM	8125	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8212	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:15 AM	8301	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8389	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8473	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8562	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:15 AM	8650	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:15 AM	8739	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8824	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8912	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:15 AM	8985	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:16 AM	9063	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9152	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9240	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9324	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9411	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9499	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:16 AM	9583	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9672	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9760	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9848	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	9933	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:16 AM	0020	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0108	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0193	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0281	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0369	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0458	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:17 AM	0542	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0630	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0719	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0807	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0892	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:17 AM	0967	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:17 AM	1051	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1129	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1217	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:18 AM	1303	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1389	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:18 AM	1478	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1563	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1649	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:18 AM	1737	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:18 AM	1823	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1909	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:18 AM	1997	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2082	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2170	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:19 AM	2258	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2347	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:19 AM	2431	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2519	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2608	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2696	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2781	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:19 AM	2857	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	2940	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:19 AM	3019	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3107	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3192	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3279	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3367	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3452	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3538	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3626	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3711	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3799	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3887	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:20 AM	3976	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4060	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4148	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4238	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4326	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4410	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4499	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4586	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:21 AM	4671	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4746	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:21 AM	4830	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4908	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:21 AM	4996	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5081	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5167	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5255	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:22 AM	5340	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5427	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5515	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5600	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5688	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5776	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:22 AM	5865	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:22 AM	5950	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:22 AM	6038	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6126	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:23 AM	6214	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6298	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:23 AM	6387	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6475	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6560	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6649	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:23 AM	6724	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:23 AM	6799	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6887	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:23 AM	6976	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7064	-0.060000	-0.060000	%	3.000000
7/3/2014	9:06:24 AM	7149	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7238	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7326	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:24 AM	7410	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7498	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7585	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7669	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7756	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7844	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:24 AM	7929	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:24 AM	8018	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8106	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8194	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8280	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8366	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8454	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8539	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:25 AM	8614	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8688	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8776	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:25 AM	8865	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	8954	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:25 AM	9038	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9126	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9214	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9298	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9386	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9474	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:26 AM	9558	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:26 AM	9646	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9734	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:26 AM	9818	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:26 AM	9907	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:26 AM	9995	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:27 AM	0083	-0.050000	-0.050000	%	3.000000
7/3/2014	9:06:27 AM	0168	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:27 AM	0254	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:27 AM	0342	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:27 AM	0427	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:27 AM	0515	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:27 AM	0588	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:27 AM	0666	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:27 AM	0755	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:27 AM	0843	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:27 AM	0928	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:27 AM	1015	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:28 AM	1103	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:28 AM	1187	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:28 AM	1275	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:28 AM	1363	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:28 AM	1447	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:28 AM	1536	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:28 AM	1624	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:28 AM	1711	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:28 AM	1797	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:28 AM	1883	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:28 AM	1971	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:29 AM	2057	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:29 AM	2144	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:29 AM	2233	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:29 AM	2322	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:29 AM	2406	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:29 AM	2494	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:29 AM	2566	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:29 AM	2646	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:29 AM	2734	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:29 AM	2822	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:29 AM	2907	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:29 AM	2994	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:30 AM	3082	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:30 AM	3166	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:30 AM	3253	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:30 AM	3340	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:30 AM	3426	-0.020000	-0.020000	%	3.000000
7/3/2014	9:06:30 AM	3512	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:30 AM	3600	-0.010000	-0.010000	%	3.000000
7/3/2014	9:06:30 AM	3686	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:30 AM	3774	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:30 AM	3862	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:30 AM	3951	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:30 AM	4035	-0.040000	-0.040000	%	3.000000
7/3/2014	9:06:31 AM	4123	-0.030000	-0.030000	%	3.000000
7/3/2014	9:06:31 AM	4211	-0.020000	-0.020000	%	3.000000
